content	polarity	
Laukos dzīvo pārsvarā pensionāri un pārs māmiņas ar maziem bērniem. . Nedzirdēji, ko viņa teica? Tā ka, nu nemuld, ja? Tauta bēg prom, un pareizi dara. Ja uzņēmējs vai valsts iestāde nevar atļauties samaksāt cilvēka cienīgu algu, tad tā bodīte ir jāklapē ciet. Pietiks vienreiz par visām reizēm ņirgāties par cilvēkiem!!!		
Nekad.		
"Им что нечего делать?\
Вы стране порядок наведите -а не всякой ерундой занимайтесь!\
Я лично никаких неудобств от нынешней системы адресов не испытываю.\
И менять ее только потому что кто-то принял такие новые правила это нонсенс!\
И тратить свои денежки на регистрацию нового адреса в земельной книге я не желаю!\
а автора нового законопроект а надо привлечь к уголовной "		
 а мы так рады		
 es domāju ko tik daudz vieglo sabraukuši Rīgā ar krievijas numuriem,izrādās uz mītiņu krasavicas sabraukuši		
Kols nulle		
Pati saprati, ko uzrakstīji ??? :-)))		
Valstī ir tik daudz pukšķerētāju no bļauru vidus, kas apklust tiklīdz dabū savu piķa daļu, ka nav ticības arī ieešanas e-veselībā politikai. Visi likumi tikai uz papīra, arī datu aizsardzībss likums ir izsmiekla augstākais punkts. Ārzemnieki tā iespiežas mūsu valstī, ka dažbrīd šķiey, ka padaules gals ir klāt. Nekas vairs nav svēts, arī ārstu vidū. Daži ir, tos katrs apzinās individuālu.		
"kko esat sajaucis, pagājušā nedēļā - dīzelis Vācijā - 1,24;\
benzīns - 1,34. \
Uz bāņiem daudz dārgāk\
"		
"Намного проще, просто им не нужен этот тупой балаган. \
Дети должны учиться на государственном языке и точка. \
Никакого запрета русского языка нету. Так и так высшее на гос языке. \
\
Если русскоязычные родители клали на будущее своего ребенка и с детства прививают ему ненависть ко всему латышскому ,то так и будут рождаться дети ибилов. \
Сами по латышски не бум бум и детей таких же делают. \
\
П.С. я сам русский. "		
А если подвести черту и посмотреть,что дала независимость простому человеку,коих большинство?		
ой ой лучше не пиши		
Методы структур безопасности всегда одни и те же. Вопрос на кого эти структуры работают. В России, например, на в Кремле сидящих, в СССР так же.		
"Tāpēc ka zagļi pie varas, korupcija, neviens nau cietumā iesēdināts, \
---------------------\
cerēsim, ka Ušaku iesēdinās"		
Не верь глазам,а верь экспертам,разница всего 4 цента он нам впаривает.		
Izgasanas, ka saka Auzins, bet ta jau normali, atskaitot Auzas komentarus, ka tas nakas ka visi viesi kas palidz vinam komentet, komente labak par vinu pasu.		
nav pati maija ???:-))))))))))))))))))))))))))))))))))))))))))))		
"президент не всё может, даже, если бы хотел бы. \
----------------------\
Он продлевает Шатдаун. Миллион людей сидит без зарплаты."		
У нас как всегда, вы не замечаете... Лапша на ушах давно сильно свисает, напишут так чтобы никто не понял, что дурят народ так и ещё долго будут дурить, и обдирать народ... 		
Kauns tiesu sistēmai, 10gadi stiepās		
А в США, значит, ФБР на народ работает, да? Ну, пожалуйста, не смеши мои тапочки.		
вот создали бы министерство по налогам и сборам, оно бы разобралось что к чему и сбалансировало цены округлив все до целого евра.		
Судя по цене,начинаться он будет где-то на Югле...		
Vai 100 gadu atpakaļ sausi gadi nemijās ar lietainiem gadiem? Tā ir globāla mēroga propoganda, kuras mērķis ir Pasaules globalizācija un milzīgu resursu pārdale. Pēc Alana Gora pētījuma 2000. gadā temperatūra uz Zemes nepaaugstinājās 10 gadus, bet CO2 izmesi palielinājās par 30%. Tas pierādīja, ka viņa zīmētās līknes ir fikcija. CO2 neizraisa siltumnīcas efektu, jo tā ir smagāka par O2 un N2.. Gluži otrādi, mums nepieciešams palielināts CO2 daudzums, lai pabarotu planētas iedzīvotājus. CO2 ir augu barība - savairojas aļģes un planktons, kas baro zivis , dzīvniekus, tie baro mūs utt.		
Tev laikam arī gribas hotdogu		
Что мне нравится в наших чиновниках так это их (не) способность разъяснить любую ситуацию, а вернее выкрутится из неё. Что депутат, что деятель бензоколонки, что коммунальщик. Все всё знают, а в стране бардак бардаком.		
Šo teikto pilnībā vari attiecināt uz saviem komentāriem.		
"Normāla uzglītība...labi izturēja lielmanīgo Dombura sv. Pētera sindromu...:):)\
Atbalstu..patikams cilvēks !!"		
Zivis saēdies vai? Pie OIK, augošām gāzes unbūs šogad arī elektrības cenu kāpums... te tā pesteļošana... Te kāda zzs filiāle vai? Tie vismaz zināja, k;a demagooju izmantot naudas nomazgāšanai visādos prodzektos, bet šie te... pašdarbnieki		
"Lietas būtība slēpjas tajā, ka ārsti nav ieinteresēti e-veselībā!\
Tad jau katrs varēs izlasīt visu ko dakteris uzrakstījis...\
"		
par to nākamo soli- precīzi! Šis ir tikai sākums		
Okupācija to eksportu 1940.gadā iznīcināja.		
Jautājums!?Minēta vērienīga kontrabandas lieta!Cik no 42 reāli notiesāti un ir cietumā?Vasarā biju Ludzas pusē.Tāda sajūta ka esi citā pasaulē, dārgi auto, lepnas mājas!Vietējie tik teic, ka viss pieder muitniekiem, robežsargiem un kontrabandistiem.Jau no neatkarības gadiem tur valda citi likumi, valsts valstī.Un neviens nespēj neko izmainīt.Pat Rīgas kungi aizbraucot uz Zilupi sāk runāt krieviski.Valsts valodu tur nevienam nevajag.Kontrabanda Latvijā iepludina ļoti lielas naudas summas.Un kontrolē to robežu vietējie bosi.Kas nosaka un atļauj kam, ko un cik var vest pāri robežai.Visas skaļās krimināllietas beidzās ne ar ko!!!Bet valdībai nav nekādas sajēgas kas notiek uz robežas!!!		
Viņš jau aizbrauca ???		
Ну уж во всяком случае не на в Белом доме водворившегося.		
Spriežot pēc komentiem, Latvijā ir daudz santīmu 5isēju. Bet skatoties uz rindām Cirkulī, laikam nav tik traki. 		
Kad Rēzekne bija trešā lielākā Latvijas pilsēta?		
Тут точно сговор от провительства до заправок все думают что аокруг идиоты и несут ху.......		
Statik politkorēkti noklūsē cik %% LV ir kontrabandas degviela. Salīdziniet cenas muitas garantiju apdrošināšanai pirns rakstīt. Vai nu piem. cik leišu kontrabandas apkarotāji var gadiem ilgi ārstēties Austrijā		
patiess prieks par tādiem jauniešiem! Lai veiksme it visā!		
Es tā saprotu, ka maksāt par Air Balticu Tev nav nekas pret? Viss ok! Mēs visi, arī tie kas nekad nelidoja un nelidos, par to maksājam, Tā ka varam atļauties pasponsorēt arī pastu. 		
Низзя! В европах ездют, а мы чем хуже? Только тем, что мы севернее? Но это уже частности. Мы должны доказать себе и всему миру, что мы истинные европейцы. Назло климату. И пусть погода заткнется!		
Ar Eiropu tur nav sakars,šādas nebūšanas rodas no &quot;ugas&quot; līmeņa domātājiem valstī!		
"Ответ прост - в Латвии больше аппетиты!\
Пришел к кормушке - стань миллионером!\
Вот лозунг латвийской действительности."		
"Во- первых, не все люди на форуме неинтересны, есть вполне здравомыслящие, способные правильно оценить ситуацию и тратить время на бесполезные мероприятия.\
Во-вторых, а что мешает санитарке подняться на уровень выше и стать медсестрой, а еще лучше врачем? Наша жизнь есть отражение нашего сознания и зависит она только от нас самих, а не от Жданок и Ко. И только изменив сознание, можно изменить свою жизнь.\
Или по-вашему, санитарка, которая хочет стать врачом - приспособленка?\
И по поводу пользы для общества. Любой труд почетен, но труд банкира приносит больше пользы обществу с точки зрения уплаченных налогов"		
"Во- первых, не все люди на форуме неинтересны, есть вполне здравомыслящие, способные правильно оценить ситуацию и тратить время на бесполезные мероприятия.\
Во-вторых, а что мешает санитарке подняться на уровень выше и стать медсестрой, а еще лучше врачем? Наша жизнь есть отражение нашего сознания и зависит она только от нас самих, а не от Жданок и Ко. И только изменив сознание, можно изменить свою жизнь.\
Или по-вашему, санитарка, которая хочет стать врачом - приспособленка?\
И по поводу пользы для общества. Любой труд почетен, но труд банкира приносит больше пользы обществу с точки зрения уплаченных налогов"		
Давно понятно что сговорились ,,,,,		
постройка россией новых портов и расширение существующих является шагом недружественным по отношению к латвийской экономике и должно быть пресечено введением каких-нибуддь санкций.		
Так работает демократия.		
Lai dzīvo Rīgas varoņi !		
Kas ir Karline Caune???? XD un kapec mums jazina ka vina ar gimeni parcelusies??? XD		
вызывать 112		
Pats atbildēji - &quot;kas saaicināja tik daudz krievvalodīgo jauniešu&quot;? Tas acīmredzami rāda, ka miermīlīgo mītiņu ārpusē esoši spēki vēlējās pārvērst par masu nemieriem.		
Pieredze ir tikai tev! 		
Kā lai tev paskaidro. Par bibliotēkas īpašuma sabojāšanu maksājām mēs - nodokļu maksātāji.		
Пишу ещё с лета прошлого года. Сайкл оборзел и Несте подтянул. остальные заправки ржут и потирают руки. К сожалению наше государство не защищает жителей. в Литве борзеть не дают. а тут пожалуйста борзейте,... посчитали плановую прибыль, поделили на невымерше-уехавшее население и получили +20 копеек на литр. 		
