content	polarity
Tiesnešiem par savām kļūdām būtu jāmaksā no savas kabatas.	SPEECH
Jā, indieši mani piemānīja, kad pasūtīja krievus dēt ar viņu ļotakiem dēļ nespējas kaut ko attīstīt. Un amīši arī, kad aizliedza sukajet eksportu dēļ savam detaļām tajās... Doma ar S ir savādāk?	SPEECH
"Sīrijas pretgaisa aizsardzība atbild uz Izraēlas uzbrukumu............\
un ?... Un čušs !"	SPEECH
Manuprāt, viņa to mācēs.	SPEECH
Cepuri nost!	SPEECH
Burvīga lasāmviela...gan raksts, gan komentāri :) jau sākums ar to, ka daži cilvēki mums apkurina namiņu ar malku.....ir teicams.........īsts humora stūrītis visā apjomā.....	SPEECH
Vai tad ECT no atbildētāja puses piedalās tiesnesis?	SPEECH
Vai tad neatbildēja ? Kaut kā tak atbildēja . :)	SPEECH
Katrai kļūdai ir vārds uz uzvārds. Nodokļu maksātājiem nav jāapmaksā kārtējās ierēdņu un tiesnešu kļūdas.	SPEECH
tev gan vajadzētu tā kārtīgi pa melīgo muti!	SPEECH
Viss gan ir stipri mainījies, bet piezvaniet 29247897 	SPEECH
Dabīgi, ka strādā. Te jau fakts pēc fakta apstiprinās. Kāpēc vēl ASV senāts to pid.arastu nav noņēmis no brilles.	HATE
Lietuvas armijas iebrukuma varētu noderēt.	SPEECH
Vīzas nav.	SPEECH
Arī visas ASV vēlēšanas ir pid.arastu fabrikantu darbs. 	HATE
Viņam pat meita vārdā Ivanka un mājā ka tik paslepeni nerauj vodku častuškas fonā. :DDD	SPEECH
A man vienalga, ka tik jeņķiem slikti! DDDD	SPEECH
Es jau labprāt...	SPEECH
Viņai vēl ir laiks kļūt arī par Vītoliņu. Vītols tomēr skan gruntīgāk.	SPEECH
Tas ir mājiens uz šamo praidiem? Krievijā kā zināms tādi vēl publiski apkārt nevazājas. :)))	SPEECH
Ko tu vispār esi redzējis savā šķidrajā dzīvītē. Mēs Latvijā lepojamies ar saviem treneriem.	SPEECH
Nu tik šaus, nu tik būs.. O)	SPEECH
apprecējis ārlaulības meitu???	SPEECH
Ludzā savu zemessardzes bāzi atdeva pašvaldībai, ko tā nezin ko ar to darīt, bet Rēzeknē, kur viss dārgāk un tālāk no robežas un iedzīvotājiem pērk. Varbūt vajag papētīt vai atsavināmiem īpašumiem pēdējā laikā nav mainījušies īpašnieki.	SPEECH
Nevienu krievu lūzni nenotrieca!!!	SPEECH
ceri vai neceri, bet 30% Baltkrievijas ekonomikas ir atkarīga no Krievijas. Tā ir, ja tev ir tāds sadarbības partneris, tad Jaungada runa pārvēršas par aicinājumu pretoties varmākam.	SPEECH
Pretīgais gailis	HATE
FIB ātri visu noskaidros.	SPEECH
Tev pašam smiekli nenāk!? Putins jau 3x teica, ka no Sīrijas aizgājis! Tici!??? Cik reizes tad vēl taisās iet!?	SPEECH
test	SPEECH
Vai nav viss un par visu vienalga. Agrāk bijām krievu jūgā, tagad pašu jūgā. 	SPEECH
Ja būtu spējīgi, tad jau arī nogāztu! Tik tik ir, kā tā milzīgā krievu plātīšanas!!!	SPEECH
Par Girgensonu, šajā NHL čempionātā, nāk tikai labas ziņas - viena pēc otras. Vajag sekot līdzi hokeja norisēm valstī un pasaulē.	SPEECH
....vai dzimtas turpināšanai.	SPEECH
Priekā! Murakami viens no maniem mīļākajiem rakstniekiem!	SPEECH
Baidijās pacelties. Gals tādiem paredzams.	SPEECH
Slava PMK un Čivčam!	SPEECH
"Ziņkārība ir dieva sods.Izlasīju - krievus nokaitina Voločkovas špagats - paskatījos.Neko kaitinošu nesaredzēju.Lokans sievišķiS.Ja tas ir vienīgais,ko viņa pieprot,lai turpina pilnveidoties.\
Mani tas nekaitina,jo iepazinos ar viņas talantu.un mani tas vairāk neinteresē.Ja krievi slauka siekalas,pētot šīs izdarības - lustīgu izpētes darbiņu.\
Katrs pats nosaka savu interešu loku. "	SPEECH
Tu visam tici, ko raksta uz žoga!?	SPEECH
Impērija nozīmē attīstītu metropoli un atpalikušas, viegli pakļaujamas provinces. Diemžēl pašlaik pasaulē arvien grūtāk atrast sev tās provinces. Tāpēc impēriju nu var tikai tēlot (ja kadirovs atļaus)	SPEECH
No kurienes jūs nākat, kretīni?!	HATE
Nu, nav tik vienkārši: drošības pasākumi maksā baisi, nakšņošana sportistiem, komandām, viesiem, transports, ēdināšana, infrastruktūras uzlabošana - ar LV otkatiem tas mērāms miljardos, apmaksās nodokļu maksātāji.	SPEECH
"Tikai tagad attapušies!\
Es jau sen to sapratu.\
Tapēc,jau baidās salaist kopā uz pārrunām ar Putinu.Porošenko,kad kļuva par prezidentu,pēc Putina apciemojuma,solīja pārtraukt karošanu.\
Pec tam ieradās onkulis no asv...tad tika nogāzta lidmašina,savākti pierādījumi un vainota Krievija.Ar to tagad šantašē šo un to bezjēdzīgo karu nedrīkst pārtraukt,jo to vajag asv.Kas tie par draugiem,iegrūžot valsti lielos parādos?\
"	SPEECH
Tas ēcis labi ja 30eiro saņēma . Pārējās juristu lietas. 	SPEECH
Ukraiņi paļāvās uz Krievijas godprātu un mēs ļoti labi redzam- tas nestrādā.	SPEECH
un tādi paši nesaprot, ka infrastruktūra jāuztur un jāattīsta ikdienā neatkarīgi no spēlēm.	SPEECH
Citreiz es prātoju kā PSRS laikos varēja cilvēkus ārstēt ar Rietumu kodus neieguvušām zālēm un visi neapmira? Izdzīvoja taču cilvēki un vairojās arī vairāk, kaut Rietumu labumu nebija.	SPEECH
"Ņju, ņju, Kārli....\
Izskatās, ka esat īsts/tipisks kp atbalstītājs."	SPEECH
"KAUNS MUMS VISIEM!\
Maskavas trelevīzija rāda dokumentālo filmu. Sākas liels koncerts. Raimondam Paulam jubileja.\
Tikai pie mums klusums :((( Ir rakstiņi par daudz ko un par daudziem, tikai Paula vārds Latvijā netiek dzirdēts.\
Kauns, kauns, kauns :((((((("	SPEECH
Interesanti kāpēc to lieto Kaukāzā un šos neviens velns nerauj? Varbūt vajag to produktu lietot tā kā tas ir paredzēts. Pārāk liels daudzums ūdens ar cilvēkam ir kaitīgs, tāpat kā citas pārmērības.	SPEECH
Sabiedrības uzdevums ir tādus pāraudzināt un rūpēties lai indivīdi nekļūtu par tādiem.	SPEECH
Jaa, sekli gan.	SPEECH
Drīz būs raksts, ka viņš var arī vispār neatgriezties basketbollā!	SPEECH
Ja jau esi PSRS un krievijas patriots, tad ko tu Latvijā dari?	SPEECH
Jau sen ir aprēķināts, ka vius Latvijā nopelnīto izveda uz PSRS. Ja kaut ko atsvieda atpakaļ neglītu tipveida namu celtniecībai, tad par to paldies nav jāsaka, jo vairāk tāpēc, ka mikrorajonus, slimnīcas un skolas cēla iebraucēju vajadzībām. Pie tam cēla nekvalitatīvus un neglītus.	SPEECH
"Atbildēja ,bet neviens pat neklausījās.\
Pareizak butu rakstīt PIE SEVIS PUKOJĀS"	SPEECH
Kam tev tanki?	SPEECH
Kerčas tiltu uzcēla ar Nīderlandes kompāniju palīdzību, un tām tagad ir legālas ziepes ar savas Nīderlandes tiesībsargājošajām iestādēm.	SPEECH
Atkal maldina sabiedrību. Ja mēs aizņemtos ar lielākiem procentiem atdošanai, jo nespējam laikā veikt kredītmaksājumus, tad tā būtu patiesība. Un tieši to tu apgalvo. Taču notiek tieši pretējais. Dižķibeles laikā mums bija ļoti neizdevīgi aizņēmuma nosacījumi, jo bija globālā krīze, Latvijas kredītreitings bija vājš un neviens tā īsti neticēja, ka Latvija vispār izdzīvos. Tagad Latvijas kredītreitingi un to prognozes ievērojami uzlabojušies, tāpēc varam aizņemties ar daudz mazākiem procentiem. Un to arī Latvija dara - veic aizņēmumu ar maziem procentiem, lai atdotu aizņēmumu, kas ņemts ar lieliem procentiem, tādējādi ieekonomējot desmitiem miljonus gadā. Respektīvi, Latvija izmanto savu izaugsmi, lai pārkreditētos uz izdevīgākiem nosacījumiem, taču tu troļļo, ka Latvija iet postā, jo pat parādu atdošanai jāaizņemas vēl neizdevīgāk. Trollis.	SPEECH
...nu tas taču katram skaidrs, ka Tramps strādā Krievijas labā...:D...domāju, ka viņš lēnu garu iet uz to, lai kādreiz Krieviju pievienotu štatiem...:D...un tas taču ir Krievijas labā...:D	SPEECH
Nu pajautā viņiem, kas viņi tādi ir :D	SPEECH
Neesi valstis sajaucis?	SPEECH
Krieviem vajadzētu izmeklēt kā labā strādā Putins. Nu ne jau Krievijas labā šis strādā, citādi Krievija nebūtu nogrimusi tik zemu un nebūtu sanaidojusies ar visiem bijušajiem sabiedrotajiem.	SPEECH
Tomēr bija par tieši par šo. Mana atmiņa neviļ.	SPEECH
ASV spēku komandieris teica kaut ko citu, lai pateiktu vēl pavisam ko citu. Kremļa ruporu interpretāciju par to, ko viņš teica, mēs visi zinām. Un viss, ko tu te raksti nedādi nenoliedz faktu, ka ir izdevīgāk ieguldīt 2% no IKP savā karaspēkā, nevis vismaz 4% no IKP atdot okupācijas karaspēkam. Par krimu atkārtošu vēl reiz Putina citātu: &quot;Krima bija teicama krievijas specdienestu operācija.&quot;	SPEECH
Vai tad Grindeksa un Olainfam produkti Krievijā nav VAIRĀKAS reizes lētāki, ne? Pie mums, iespējams, cenu audzē &quot;specifiskā ķēdīte&quot;: vairumtirgotāji, aptiekas un ārsti ir &quot;viena īpašnieka&quot; rokās. Valsts un ES prasības šeit būtu mazākais. Atrodot vecākus zāļu iepakojumos, var izsekot cenu izmaiņām, kas daudzkārtīgi pārsniedz inflāciju valstī.	SPEECH
Blēņas! Malka nākamajai sezonai jāpērk tuvāk pavasarim, jo tagad uz ziemas un pieprasījuma rēķina tai ir augstāka cena. Tā ap martu jāpērk, un tāda, kas ir cirsta un skaldīta vēlākais ziemā. Ir jau kantori, kas pārdot it kā divus gadus žāvētu, tad to var arī pirkt vēlāk.	SPEECH
Jā, jūs tiešām tāda esat. Latviešiem gan ir vairāk paveicies.	SPEECH
Tas ēcis tur 30eiro labi ja dabūja . Pārējās juristu lietas.	SPEECH
Bet Vovans 100% strādā CIP labā! NATO esot bijusi slepena sēde, kurā lēma, kā sagraut to krieviju! Bija daudz priekšlikumu, bet uzvarēja viens, kurā bija teikts, ka nevajag traucēt Vovanam, jo viņš to dara ļoti sekmīgi!!!	SPEECH
Kaut arī pirms vēlēšanām medijos izskanēja Rīgas domes vadības pārliecinošie solījumi projekta «Rižskij dvorik» stendus Maskavā saglabāt, Latvijas Televīzija pārliecinājās, ka projekts faktiski ir apturēts. Maskavas veikaliem jau pusgadu preces vairs nepiegādā, iztirgo to, kas palicis plauktos, vēsta LTV «Panorāma».	SPEECH
Gaisā gaisā :D	SPEECH
Skaidrs, šitais tētuks dienā pa darbu, vēlu mājās un nemaz nezin kā sievai ar bērnu visu garo dienu jāizgrozās, lai visu paspētu!===== Man prieks par rakstītājas humora izjūtu, kura ļoti, nu ļoti tuva patiesībai.	SPEECH
Ja parasts pilsonis pārkāpj likumu - sods, ja ievēro - tad maksā nodokli!	SPEECH
Apprecējis ārlaulības meitu???	SPEECH
Nepaslinkošu un pārbaudīšu!!!	SPEECH
Kur videoieraksts? Aizliega?	SPEECH
Nav ko sasteigt ar atgriešanos, kad būs gatavs par visiem 100%, tad arī lai spēlē.	SPEECH
Protāms, ka APOTHEKA tikls gatavs regulas ievēšanai, jo APTHEKA valdes loceklis šež LZVO valdība. Lieliskā iespēja pabīdit konkurentus no farmacijas tirgus	SPEECH
Un kas par to?	SPEECH
Neaizmisrtiet ari pasakainos nodoklus, kas jamaksa gan darba devejam, gan no algas darba nemejam.	SPEECH
Paskat, kā no nekā var uzcept rakstu!	SPEECH
ticu.	SPEECH
Ķiveri nost	SPEECH
" jādomā ar galvu, lai visiem Latvijas iedzīvotājiem būtu labi,-------------------\
tu par ko runā ? Par lielo sāpi nemācīties valstī valsts valodā vai ko citu ?"	SPEECH
Saulcerīte ļoti labi zin, ka zem Krievijas nevar attīstīties. Viņš pats tam ir piemērs - neattīstīts planktons ar neizskaidrojamām neracionālām simpātijām pret putinu&#x1F601	HATE
komentarus. Pat augstskolas izglitibu nevajadzes un zinaseit visu!	SPEECH
to vaļiks: it kā jau sīkums, bet tracina, ja nesaprot ka un kad atšķirību un lietojumu.	SPEECH
Kas tieši liecina par to, ka ASV gribētu krāsainās revolūcijas Baltkrievijā? Jautājums bija - kas ir labākais draugs. Atbilde bija - Tas, kurš baltkrievus uzskata par nāciju, kurai jādzīvo savā suverēnā valstī un pašai jālemj savs liktenis. Kas tieši te nav skaidrs?	SPEECH
Te nu var savilkt paralēles ar uzņēmēju mūžseno gaudošanu par to, ka nevar atrast darbiniekus un tikai Kambodžas, Vjetnamas un Ķīnas darbaspēks spēšot atrisināt Latvijas darbaspēka problēmas. Punkts!	SPEECH
Laiks izdarīt likmes, vai Latvijā kādreiz būs tikpat zemas cenas degvielai kā Austrijā, nemaz nerunājot par Lietuvu un Poliju? Pie tam benzīna kvalitāte Latvijā ir atsevišķs bēdu stāsts.	SPEECH
Tas tikai norada uz uz Latvijas valstī valdošo beztiesīgumu un viss atļautību un valsts varas pārstāvju lielummānija !!!	SPEECH
Dulls vai? :D Zvaigne kā simbols ņemts no ASV karoga.	SPEECH
Tabletēm krāsas visādas. Izvēle liela.	SPEECH
Jabūt gatavam uz 140miljonu līgumu :D	SPEECH
izglitiba ir, pieredze darba vairak ka vajag. pats pameginiet but financhu vaditajs tadam uznemumam! Socialie profili izveidoti sen, savam draugu lokam, pat nedomajot par nakotni. Tapec labak tur neizlikt savu personigo dzivi, jo nelabveli to visu var izmantot. Cilveks normals, parasts un nosverts.	SPEECH
Jāgaida vien būs 9. februāris, kas mainīsies.	SPEECH
Vienmēr var sapirkties ļoti daudz tabletes.	SPEECH
Vismaz ir Latvijā daudz tablešu. Kādas gribu varu sapirkties. 	SPEECH
Šitai kazai ir zaglīgs un melīgs purns	HATE
slesers varees	SPEECH
Uzrakstīja teikumu un kļuva par rakstnieci........ 	SPEECH
Frizūra gan briesmīga, kā no padomju laika labākajām.	SPEECH
Ja visi atsakās, tad advokātu nozīmē valsts...	SPEECH
loti pareizi ka vairak lidzeklus vares ieguldit atkla kaut kados ierocos ..vai mistiskas nozimes baazes.....nebus tad nepieciesams palielinat algas vai pensijas...malachi taa turpinat!!!	SPEECH
Un šajā zemē plāno cīnīties ar dezinformāciju. Protams, ka Sīrijas pretgaisa aizsardzība varonīgi notrieca visas Izraēlas raķetes kad tās vēl stiķēja klāt pie lidmašīnām :)))	SPEECH
To.M.t.Es.Tev.Piekritu.Slepkavam tadu pasu navi,ka vinu upuriem.	SPEECH
Trampu gaida World Wrestling Entertainment arēnā. 	SPEECH
Rīt hokejs 13. janvārī Dinamo Rīga. Ko tik daudz par zālēm komentē? Utt.	SPEECH
A, B, C vitamīni, tos visus var apēst tabletēs.	SPEECH
Nebāz klāt Linezeru. Rēzeknē tas ir tukšs bijušā alus brūža pagalms. Trīsdesmit gadus bija kauns garām braukt. Blakus krievu laiku armijas bāze, tak lai savāc to drupu placi 	SPEECH
Nu, notriecām 1000 raķetes, bet divas, nu tas divas trāpīja kaut kur. Bet 1000 mēs notriecām :)))	SPEECH
Auksts ir pamatīgi, laikam C vitamīni.	SPEECH
Turam īkšķus par uzvarām un ātrām atveseļošanām!	SPEECH
Ziņa pamatīga.	SPEECH
ar vārdiem Rīgā, ar darbiem aizkrāsnē...	SPEECH
Kivičš un tā Liene ir pamatīgi kretīni, kuriem ir jāiet ārstēties, un nevajag rakstīt par tādiem pajolīšiem.	HATE
"BINGO! Kaut kas* kopīgs Latvijai ar Ameriku.\
\
*tas noteikti nav iedzīvotāju dzīves līmenis.\
"	SPEECH
Nekad,cipiņ! Nekad.. Esi mierīgs, elpo dziļi, tāpat neko nesaproti!	SPEECH
"Kas ir viņa vecāki,vai tik tīšām netiek kačāta nauda no valsts?\
Vai vispār ir bijušas bēres?\
Par nāves sodu...ja ir pierādījumi,ir uzrādīts.Nevis uz aizdomu pamata,vai uz izsišanazs rēķina.\
Kā likums atļauj,bez pierādījumiem notiesāt?"	SPEECH
Valstī , kurā mēs dzīvojam pieņem likumus , stulbākus pa stilbiem ,lai pieņemtu prasību par obligātu dūmu dektatoriem ,vajaga daudzus gadus ,kuri maksā vien no 3 līdz 5 e ,vai esat pārdomājuši cik dzīvības tiktu glābtas , IGAUNIJĀ tās jābūt obligāti ,man šie rīki ir izglābuši no lielām nepatikšanām vairākas reizes , viņi tevi ,, pamodinās pie mazākā piedumojuma , tā nav reklāma,	SPEECH
Domājams ka ari neatgriezisies vispar jo vinja miesas būve neļauj spelet spēka spēli un tur viss beidzies!	SPEECH
Tramps ir galīgi stulbs palicis , vai tiešām kalpo vaņkām .	HATE
Pusi no viņiem varētu mierīgi atlaist un nekas nemainītos Latvijā!	SPEECH
Dietoloģe un Co demonstrē pilnīgu neizpratni par valsts un likuma funkciju būtību. Ja esi nokļuvis valsts maizē, tad tai maizei jāatbilst visām cilvēka veselības prasībām. Ja pensionārs, kas arī ir sava veida valsts maizē, neapstrīd maizes kvalitāti, tad tā ir pensionāra neizdarība. Ja cietumnieks (lai kāds mēsls viņš būtu) to izdara un ST vinnē, tad viņam pienākas uzlava par norādīšanu uz valsts dubulto morāli. Tas pats attiecas uz visādiem valsts noteiktiem iztikas minimumiem, invalīdu pensijām, veselības pakalpojumu groziem u.c. no kuriem neviens nav pat tuvu reālajām izmaksām, kas nepieciešamas kvalitatīvas dzīves nodrošināšanai. 	SPEECH
man ari nemaz mobilais netrauce	SPEECH
Gato jurka ir pilns idiots!	HATE
vai tik nav gatavošanās pārejai uz citu komandu.....pleiofiem..... kaut man nebūtu taisnība !!!!	SPEECH
Kā tad. Ēci pēci pēcīti, nāc ka šurp, turpmāk būsi Marianna ;)	SPEECH
"Mutācijas produkts ...\
"	SPEECH
Tad beidzot brivibai beigas.Lidz ar to,kara gadijuma tada valsts nav jaaizstav/	SPEECH
Nezinu par sadarbību ar Krieviju, bet esmu 100% pārliecināts ka viņš nestrādā Vējoņa labā 	SPEECH
Gorbzems strādā par ekstrasensu ?	SPEECH
Kāda garlaicība...	SPEECH
 Vislabāk būtu tāda asv nogrimtu klusajā okeānā,pasaule būtu tīrāka ....	SPEECH
"Tāds, viens pid.arasts sēž Saeimā, saucas par zūmūdenes kapteini.\
Kāds man sakars ar metāllūžņu pirkšanu? Man pilnīgi pie dir.sas kurš, kurā caurumā ko bāž. "	HATE
Šī kompānija ir neliešu banda . Ierosinu to vispār likvidēt . Lai šie lopiņi aibrauc uz Lietuvu un pamācās .	HATE
Pe-diņš !	HATE
Oh, kas nabaga apbižotajai un trūcīgajai Taņečkai par kažoku !!	SPEECH
Cerams krievu lidmašīnas tur nebija pa ķērienam? Citādi sīriešiem ir paradums viņas nožmiegt	SPEECH
Dīkdieņi un sliņķu varza. Dzīvojot Latvijā negrib iemācīties latviešu valodu! Lai brauc uz Na#a Raša - tur būs obrazovanije 100% na russkom jāzike.	SPEECH
Jo lielāka armija labāk. Drošāk.	SPEECH
Tieši tā! Un tagad izskatās,ka latgaliešu separātistiem būs arī savs ministrs! Murgs...	SPEECH
Sociālais taisnīgums un solidaritāte... Var jau Taņu saprast - pat normālu frizieri nevar atļauties:	SPEECH
Vismaz Latgalē būs drošāk. Tomēr pie Krievijas robežas.	SPEECH
Ždanokas kundze zilās nercas puskažociņam virsū uzvilkusi oranžu sētnieka vestīti un sūdzas par sūro dzīvi ?	SPEECH
Aizsardzība.	SPEECH
Plakāti ir pareizie, bet ja tos nes krievi, tad latvieši ir par OIK.	SPEECH
ES robeža kaut kā jāstiprina.	SPEECH
Dagestāna - nav Krievija! Dagestānā ir Krievijas Federācijas sastāvā!	SPEECH
tas bija kā humors domāts? pat ne sekundi ilgu smaidu neizraisīja. 	SPEECH
dabīgā sibīrijas polārlapsa. Uzreiz var manīt, ka gaļēdāja un necieš vegānismu :)	SPEECH
Latgale tomēr mums ir pie robežas.	SPEECH
Lai jebkura valsts saglabātu stabilitāti un nepakļautos provakotoriem, nepieciešami zināmi drošības mēri. Iespējamie kaitnieki jāidentificē un bargi jāsoda.	SPEECH
